"","CS_ID","age","workclass","education_num","marital_status","relationship","occupation","race","gender","hours_per_week","income","education_cat","hours_per_week_imp"
"12152","CS2026",31,"Private",3,"M","Not-in-family","Blue-Collar","White","m",40,54.37,"universitaria",FALSE
"12153","CS2027",19,"Private",16,"S","Husband","Blue-Collar","White","m",40,50.51,"secundaria",FALSE
"12154","CS2028",28,"Government",2,"M","Not-in-family","Service","White","m",40.5,56.48,"universitaria",FALSE
"12155","CS2029",16,"Government",6,"M","Husband","Professional","White","m",50.5,62.78,"postuniversitara",FALSE
"12156","CS2032",18,"Private",3,"M","Wife","Blue-Collar","White","m",40,54.81,"universitaria",FALSE
"12157","CS2033",31,"Private",16,"M","Husband","Blue-Collar","Black","m",40,48.58,"secundaria",FALSE
"12158","CS2034",11,"Private",14,"M","Husband","Sales","Black","m",35.5,44.67,"secundaria",FALSE
"12159","CS2037",34,"Private",13,"M","Other-relative","Blue-Collar","White","m",38.5,54.41,"primaria",FALSE
"12160","CS2038",33,"Government",2,"M","Husband","Professional","White","m",40.5,60.16,"universitaria",FALSE
"12161","CS2039",20,"Private",2,"M","Husband","White-Collar","White","m",40,59.56,"universitaria",FALSE
"12162","CS2040",7,"Private",5,"S","Husband","White-Collar","White","m",40.5,53.3,"universitaria",FALSE
"12163","CS2042",25,"Private",2,"M","Unmarried","Blue-Collar","White","m",16,56.12,"universitaria",FALSE
"12164","CS2043",11,"Self-Employed",5,"M","Husband","White-Collar","White","m",60,52.33,"universitaria",FALSE
"12165","CS2044",37,"Private",5,"D","Husband","White-Collar","White","m",70.5,56.1,"universitaria",FALSE
"12166","CS2045",1,"Self-Employed",13,"S","Not-in-family","White-Collar","White","m",10,48.82,"primaria",FALSE
"12167","CS2046",7,"Other/Unknown",16,"S","Own-child","Other/Unknown","White","m",30.5,43.33,"secundaria",FALSE
"12168","CS2047",37,"Private",2,"S","Not-in-family","Blue-Collar","White","m",40,51.77,"universitaria",FALSE
"12169","CS2048",12,"Private",16,"M","Not-in-family","Blue-Collar","White","m",42,54.85,"secundaria",FALSE
"12170","CS2051",37,"Private",5,"M","Not-in-family","Sales","White","m",50.5,53.72,"universitaria",FALSE
"12171","CS2052",2,"Private",14,"S","Husband","Service","Black","m",20,37.62,"secundaria",FALSE
"12172","CS2053",8,"Private",2,"S","Other-relative","Sales","White","m",50.5,49.99,"universitaria",FALSE
"12173","CS2055",14,"Government",11,"M","Not-in-family","Blue-Collar","White","m",40,57.32,"primaria",FALSE
"12174","CS2056",21,"Government",3,"S","Husband","Professional","White","m",40,54.52,"universitaria",FALSE
"12175","CS2057",18,"Private",16,"M","Not-in-family","Blue-Collar","White","m",40.5,54.87,"secundaria",FALSE
"12176","CS2058",3,"Private",16,"S","Husband","Blue-Collar","White","m",30,51.46,"secundaria",FALSE
"12177","CS2061",4,"Other/Unknown",2,"S","Not-in-family","Other/Unknown","White","m",32.5,46.89,"universitaria",FALSE
"12178","CS2063",26,"Government",6,"M","Own-child","White-Collar","White","m",40,65.7,"postuniversitara",FALSE
"12179","CS2066",30,"Private",16,"M","Unmarried","White-Collar","White","m",40.5,56.25,"secundaria",FALSE
"12180","CS2069",18,"Private",2,"D","Wife","White-Collar","White","m",44.5,50.31,"universitaria",FALSE
"12181","CS2070",29,"Private",5,"S","Own-child","Professional","White","m",46.5,49.56,"universitaria",FALSE
"12182","CS2071",19,"Private",14,"M","Not-in-family","Blue-Collar","White","m",40.5,55.59,"secundaria",FALSE
"12183","CS2072",48,"Other/Unknown",16,"M","Husband","Other/Unknown","White","m",40,49.29,"secundaria",FALSE
"12184","CS2073",35,"Government",2,"M","Husband","White-Collar","Black","m",40.5,52.23,"universitaria",FALSE
"12185","CS2074",20,"Government",2,"M","Husband","Service","White","m",40,55.11,"universitaria",FALSE
"12186","CS2075",9,"Government",16,"S","Husband","White-Collar","Black","m",40.5,49.21,"secundaria",FALSE
"12187","CS2077",9,"Self-Employed",2,"S","Unmarried","Blue-Collar","White","m",40,49.79,"universitaria",FALSE
"12188","CS2078",3,"Private",16,"S","Own-child","Blue-Collar","White","m",45,46.37,"secundaria",FALSE
"12189","CS2079",31,"Private",2,"M","Own-child","White-Collar","White","m",45,56.85,"universitaria",FALSE
"12190","CS2081",18,"Private",5,"M","Unmarried","White-Collar","White","m",40,55.75,"universitaria",FALSE
"12191","CS2083",26,"Private",16,"D","Unmarried","Blue-Collar","White","m",45,52.9,"secundaria",FALSE
"12192","CS2085",21,"Private",6,"M","Wife","White-Collar","White","m",60,58.65,"postuniversitara",FALSE
"12193","CS2086",35,"Self-Employed",4,"M","Husband","Sales","White","m",38,45.75,"universitaria",FALSE
"12194","CS2087",9,"Private",16,"S","Husband","White-Collar","White","m",36.5,49.97,"secundaria",FALSE
"12195","CS2089",21,"Private",16,"M","Wife","Service","White","m",44,50.46,"secundaria",FALSE
"12196","CS2090",26,"Private",4,"M","Husband","Sales","White","m",45.5,51.74,"universitaria",FALSE
"12197","CS2091",13,"Other/Unknown",5,"S","Husband","Other/Unknown","White","m",40.5,48.2,"universitaria",FALSE
"12198","CS2092",19,"Private",2,"D","Not-in-family","Sales","White","m",50,50,"universitaria",FALSE
"12199","CS2093",35,"Private",5,"M","Not-in-family","Sales","White","m",47.5,51.88,"universitaria",FALSE
"12200","CS2094",6,"Other/Unknown",2,"S","Husband","Other/Unknown","White","m",36.5,43.9,"universitaria",FALSE
"12201","CS2095",33,"Private",2,"M","Own-child","Blue-Collar","White","m",40,55.2,"universitaria",FALSE
"12202","CS2096",10,"Private",5,"S","Husband","Professional","Asian-Pac-Islander","m",16.5,38.43,"universitaria",FALSE
"12203","CS2098",36,"Private",2,"M","Not-in-family","Professional","White","m",45,53.91,"universitaria",FALSE
"12204","CS2099",46,"Self-Employed",6,"M","Husband","Blue-Collar","White","m",4,54.77,"postuniversitara",FALSE
"12205","CS2101",36,"Private",3,"M","Not-in-family","Blue-Collar","White","m",40.5,55.77,"universitaria",FALSE
"12206","CS2103",27,"Self-Employed",2,"M","Unmarried","Sales","White","m",55.5,51.63,"universitaria",FALSE
"12207","CS2104",19,"Private",2,"M","Husband","Blue-Collar","Asian-Pac-Islander","m",40,45.57,"universitaria",FALSE
"12208","CS2105",1,"Other/Unknown",15,"S","Husband","Other/Unknown","White","m",40,45.1,"secundaria",FALSE
"12209","CS2106",26,"Private",16,"M","Own-child","Blue-Collar","White","m",40.5,52.96,"secundaria",FALSE
"12210","CS2108",43,"Government",16,"M","Other-relative","Blue-Collar","White","m",40.5,58.89,"secundaria",FALSE
"12211","CS2109",52,"Private",2,"M","Husband","Sales","White","m",40,53.67,"universitaria",FALSE
"12212","CS2110",14,"Private",16,"M","Husband","Service","White","m",60.5,53.2,"secundaria",FALSE
"12213","CS2114",9,"Private",5,"S","Unmarried","White-Collar","White","m",40.5,54.54,"universitaria",FALSE
"12214","CS2116",21,"Private",16,"D","Own-child","Blue-Collar","White","m",55.5,50.98,"secundaria",FALSE
"12215","CS2119",23,"Private",16,"S","Not-in-family","Blue-Collar","White","m",40.5,50.05,"secundaria",FALSE
"12216","CS2122",7,"Private",16,"S","Own-child","Service","Black","m",16,37.41,"secundaria",FALSE
"12217","CS2123",9,"Private",5,"S","Own-child","Service","White","m",40,50.64,"universitaria",FALSE
"12218","CS2125",8,"Private",16,"S","Own-child","Sales","White","m",45.5,49.91,"secundaria",FALSE
"12219","CS2127",19,"Private",16,"S","Own-child","Blue-Collar","White","m",70.5,50.93,"secundaria",FALSE
"12220","CS2129",31,"Government",2,"M","Wife","Professional","White","m",50.5,58.53,"universitaria",FALSE
"12221","CS2134",31,"Private",3,"M","Not-in-family","Blue-Collar","White","m",40,58.98,"universitaria",FALSE
"12222","CS2139",30,"Private",5,"M","Not-in-family","White-Collar","White","m",50,59.68,"universitaria",FALSE
"12223","CS2141",33,"Private",16,"W","Unmarried","Service","White","m",40,50.87,"secundaria",FALSE
"12224","CS2144",18,"Private",16,"M","Own-child","Blue-Collar","White","m",40,53.48,"secundaria",FALSE
"12225","CS2145",9,"Self-Employed",16,"M","Husband","Blue-Collar","White","m",40.5,52.06,"secundaria",FALSE
"12226","CS2147",43,"Private",16,"M","Own-child","Blue-Collar","White","m",40.5,54.61,"secundaria",FALSE
"12227","CS2148",15,"Government",5,"D","Husband","Professional","White","m",40,55.83,"universitaria",FALSE
"12228","CS2149",13,"Private",2,"M","Not-in-family","Blue-Collar","White","m",55.5,53.5,"universitaria",FALSE
"12229","CS2150",12,"Private",14,"S","Husband","Blue-Collar","Black","m",40,42.04,"secundaria",FALSE
"12230","CS2151",14,"Private",2,"S","Not-in-family","White-Collar","White","m",48,54.44,"universitaria",FALSE
"12231","CS2152",5,"Other/Unknown",2,"S","Not-in-family","Other/Unknown","White","m",30.5,47.9,"universitaria",FALSE
"12232","CS2153",28,"Private",6,"M","Own-child","Professional","White","m",35,55.67,"postuniversitara",FALSE
"12233","CS2155",52,"Other/Unknown",14,"M","Not-in-family","Other/Unknown","White","m",40,50.26,"secundaria",FALSE
"12234","CS2156",10,"Private",2,"M","Husband","Blue-Collar","Black","m",40,47.07,"universitaria",FALSE
"12235","CS2157",17,"Self-Employed",5,"M","Husband","Sales","White","m",50.5,46.01,"universitaria",FALSE
"12236","CS2158",42,"Self-Employed",6,"M","Husband","Sales","White","m",65.5,49.55,"postuniversitara",FALSE
"12237","CS2159",31,"Self-Employed",10,"M","Husband","Sales","White","m",55.5,47.35,"primaria",FALSE
"12238","CS2160",25,"Private",16,"M","Husband","White-Collar","White","m",40.5,58.64,"secundaria",FALSE
"12239","CS2162",1,"Private",14,"S","Not-in-family","Blue-Collar","White","m",17,50.28,"secundaria",FALSE
"12240","CS2163",46,"Other/Unknown",5,"M","Own-child","Other/Unknown","White","m",55,49.38,"universitaria",FALSE
"12241","CS2166",31,"Private",16,"M","Own-child","Sales","White","m",40.5,51.68,"secundaria",FALSE
"12242","CS2167",29,"Private",5,"M","Husband","White-Collar","White","m",40.5,58.81,"universitaria",FALSE
"12243","CS2168",16,"Self-Employed",3,"D","Husband","Sales","White","m",50.5,45.53,"universitaria",FALSE
"12244","CS2170",22,"Private",16,"M","Not-in-family","Blue-Collar","White","m",50.5,55.27,"secundaria",FALSE
"12245","CS2172",25,"Private",16,"M","Own-child","Blue-Collar","White","m",40.5,51.32,"secundaria",FALSE
"12246","CS2173",35,"Private",12,"M","Husband","Blue-Collar","White","m",40,52.93,"primaria",FALSE
"12247","CS2174",26,"Private",16,"M","Husband","Sales","White","m",48.5,49.51,"secundaria",FALSE
"12248","CS2176",45,"Private",2,"M","Wife","Blue-Collar","White","m",45.5,55.26,"universitaria",FALSE
"12249","CS2178",21,"Private",4,"M","Not-in-family","Blue-Collar","White","m",40.5,56.6,"universitaria",FALSE
"12250","CS2179",38,"Self-Employed",5,"M","Husband","White-Collar","White","m",45.5,58.18,"universitaria",FALSE
"12251","CS2181",18,"Private",5,"M","Wife","Professional","White","m",40,56.27,"universitaria",FALSE
"12252","CS2182",25,"Self-Employed",6,"D","Husband","Sales","White","m",5.5,45.67,"postuniversitara",FALSE
"12253","CS2183",19,"Self-Employed",11,"M","Unmarried","Blue-Collar","White","m",75,50.92,"primaria",FALSE
"12254","CS2184",48,"Self-Employed",6,"M","Husband","Sales","White","m",68.5,54.44,"postuniversitara",FALSE
"12255","CS2185",30,"Private",16,"D","Husband","Blue-Collar","White","m",40.5,52.37,"secundaria",FALSE
"12256","CS2186",31,"Self-Employed",6,"D","Other-relative","Professional","White","m",40.5,45.59,"postuniversitara",FALSE
"12257","CS2187",8,"Private",5,"S","Not-in-family","Blue-Collar","White","m",65.5,51.01,"universitaria",FALSE
"12258","CS2188",13,"Private",2,"S","Not-in-family","Sales","White","m",30,49.89,"universitaria",FALSE
"12259","CS2190",34,"Private",14,"M","Not-in-family","Blue-Collar","White","m",70.5,56.44,"secundaria",FALSE
"12260","CS2193",14,"Private",12,"M","Own-child","Blue-Collar","White","m",40,52.95,"primaria",FALSE
"12261","CS2194",16,"Private",5,"M","Other-relative","Sales","White","m",40.5,53.97,"universitaria",FALSE
"12262","CS2195",23,"Private",16,"M","Husband","Blue-Collar","White","m",40,55.58,"secundaria",FALSE
"12263","CS2196",33,"Private",2,"M","Husband","Blue-Collar","White","m",40.5,58.24,"universitaria",FALSE
"12264","CS2199",28,"Private",16,"M","Wife","Blue-Collar","White","m",40,55.64,"secundaria",FALSE
"12265","CS2200",50,"Private",3,"M","Husband","Blue-Collar","White","m",60,58.57,"universitaria",FALSE
"12266","CS2201",12,"Government",4,"M","Husband","White-Collar","White","m",60,66.92,"universitaria",FALSE
"12267","CS2206",29,"Private",16,"M","Wife","Blue-Collar","White","m",40,54.02,"secundaria",FALSE
"12268","CS2208",18,"Self-Employed",5,"M","Not-in-family","Sales","Asian-Pac-Islander","m",60,40.22,"universitaria",FALSE
"12269","CS2209",33,"Government",16,"W","Husband","Service","Black","m",40,43.04,"secundaria",FALSE
"12270","CS2212",26,"Private",16,"M","Not-in-family","Blue-Collar","White","m",40.5,56.03,"secundaria",FALSE
"12271","CS2213",45,"Other/Unknown",10,"M","Husband","Other/Unknown","White","m",30.5,46.47,"primaria",FALSE
"12272","CS2214",49,"Self-Employed",16,"S","Husband","Service","White","m",40.5,49.5,"secundaria",FALSE
"12273","CS2215",17,"Private",2,"M","Not-in-family","Sales","White","m",48,53.86,"universitaria",FALSE
"12274","CS2217",29,"Private",6,"M","Not-in-family","White-Collar","White","m",50,60.6,"postuniversitara",FALSE
"12275","CS2220",6,"Private",13,"S","Not-in-family","Blue-Collar","White","m",30,52.23,"primaria",FALSE
"12276","CS2223",7,"Private",11,"S","Own-child","Blue-Collar","Black","m",40,40.69,"primaria",FALSE
"12277","CS2224",15,"Private",14,"S","Own-child","Blue-Collar","White","m",40.5,45.7,"secundaria",FALSE
"12278","CS2225",7,"Government",5,"S","Unmarried","Service","White","m",22,50.62,"universitaria",FALSE
"12279","CS2229",35,"Private",11,"M","Wife","Blue-Collar","White","m",40.5,54.52,"primaria",FALSE
"12280","CS2230",44,"Self-Employed",5,"M","Husband","Sales","White","m",40,49.07,"universitaria",FALSE
"12281","CS2232",29,"Private",16,"S","Own-child","Sales","Black","m",40.5,38.79,"secundaria",FALSE
"12282","CS2233",19,"Private",3,"M","Not-in-family","Sales","White","m",50,55.7,"universitaria",FALSE
"12283","CS2234",17,"Private",11,"M","Husband","Blue-Collar","White","m",40.5,55.31,"primaria",FALSE
"12284","CS2237",21,"Government",5,"M","Wife","Professional","White","m",55.5,57.94,"universitaria",FALSE
"12285","CS2239",20,"Private",2,"M","Unmarried","White-Collar","White","m",52.5,58.16,"universitaria",FALSE
"12286","CS2240",22,"Government",7,"M","Husband","Professional","White","m",50.5,57.19,"postuniversitara",FALSE
"12287","CS2241",38,"Private",11,"M","Husband","Blue-Collar","White","m",40,52.4,"primaria",FALSE
"12288","CS2242",35,"Private",3,"M","Husband","Blue-Collar","White","m",40,56.24,"universitaria",FALSE
"12289","CS2243",29,"Private",4,"M","Husband","Blue-Collar","White","m",45.5,56.83,"universitaria",FALSE
"12290","CS2245",35,"Private",2,"M","Unmarried","Blue-Collar","White","m",40.5,53.84,"universitaria",FALSE
"12291","CS2246",43,"Self-Employed",6,"D","Husband","Sales","White","m",18.5,43.44,"postuniversitara",FALSE
"12292","CS2248",4,"Private",2,"S","Not-in-family","Blue-Collar","White","m",40,50.31,"universitaria",FALSE
"12293","CS2249",28,"Government",5,"M","Own-child","White-Collar","Asian-Pac-Islander","m",40.5,54.15,"universitaria",FALSE
"12294","CS2252",28,"Private",8,"M","Unmarried","White-Collar","White","m",55.5,59.71,"postuniversitara",FALSE
"12295","CS2254",48,"Self-Employed",16,"M","Not-in-family","White-Collar","White","m",40,50.91,"secundaria",FALSE
"12296","CS2255",10,"Private",3,"X","Husband","Service","Black","m",40.5,41.96,"universitaria",FALSE
"12297","CS2256",26,"Self-Employed",5,"M","Not-in-family","Blue-Collar","White","m",45.5,55.44,"universitaria",FALSE
"12298","CS2258",13,"Private",6,"M","Own-child","Sales","White","m",40.5,52.87,"postuniversitara",FALSE
"12299","CS2259",22,"Government",5,"S","Husband","White-Collar","Asian-Pac-Islander","m",40,46.6,"universitaria",FALSE
"12300","CS2260",9,"Private",16,"S","Unmarried","Blue-Collar","White","m",40.5,51.37,"secundaria",FALSE
"12301","CS2261",11,"Private",5,"M","Own-child","Blue-Collar","White","m",50.5,56.28,"universitaria",FALSE
"12302","CS2263",15,"Private",2,"D","Not-in-family","Blue-Collar","White","m",60.5,51.28,"universitaria",FALSE
"12303","CS2264",8,"Private",3,"S","Not-in-family","White-Collar","White","m",35.5,51.06,"universitaria",FALSE
"12304","CS2265",27,"Private",2,"M","Own-child","Sales","White","m",50,53.76,"universitaria",FALSE
"12305","CS2266",7,"Private",15,"S","Husband","Blue-Collar","White","m",21,50.94,"secundaria",FALSE
"12306","CS2268",28,"Private",16,"M","Unmarried","Blue-Collar","White","m",40,53.62,"secundaria",FALSE
"12307","CS2269",24,"Self-Employed",5,"M","Husband","Sales","White","m",40.5,46.86,"universitaria",FALSE
"12308","CS2270",22,"Private",16,"D","Husband","Blue-Collar","White","m",40,53.19,"secundaria",FALSE
"12309","CS2271",7,"Private",3,"S","Unmarried","Blue-Collar","White","m",40.5,50.95,"universitaria",FALSE
"12310","CS2273",25,"Private",2,"M","Own-child","Sales","White","m",40.5,54.59,"universitaria",FALSE
"12311","CS2274",32,"Private",16,"M","Husband","Blue-Collar","White","m",40,53.64,"secundaria",FALSE
"12312","CS2275",7,"Private",2,"M","Husband","Blue-Collar","White","m",40.5,57.28,"universitaria",FALSE
"12313","CS2277",26,"Private",16,"M","Own-child","Blue-Collar","White","m",40,53.82,"secundaria",FALSE
"12314","CS2281",2,"Other/Unknown",14,"S","Not-in-family","Other/Unknown","White","m",27,41.72,"secundaria",FALSE
"12315","CS2282",15,"Private",16,"M","Own-child","Service","White","m",40,51.36,"secundaria",FALSE
"12316","CS2284",13,"Private",8,"S","Unmarried","Professional","White","m",40.5,50.01,"postuniversitara",FALSE
